Participant Table
Participant,Age,Sex,FBInfo
447d9d6559a5163e5297,30,0,N/A


Single-Player Game Level
Participant,GameNum,PlayerNum,Difficulty,RoundDuration,Hits,Confidence,Assets,AI_Assets,TotalTime,TargetLocations,Choices,TargetClear,TargetPossible,TargetConfirm
bot,2151,2,3,3,,,20
bot,2151,2,3,4,8,,
447d9d6559a5163e5297,2151,1,4,1,,,
447d9d6559a5163e5297,2151,1,4,2,,,
447d9d6559a5163e5297,2151,1,4,5,,,
447d9d6559a5163e5297,2151,1,4,6,,,
bot,2151,2,4,0,1;6;11,16,21
bot,2151,2,4,3,12,,
bot,2151,2,4,4,8,,
447d9d6559a5163e5297,2151,1,5,1,,,
447d9d6559a5163e5297,2151,1,5,2,,,
447d9d6559a5163e5297,2151,1,5,5,,,
447d9d6559a5163e5297,2151,1,5,6,,,
bot,2151,2,5,0,11;16,1;6,21
bot,2151,2,5,3,,17,
bot,2151,2,5,4,8,,
447d9d6559a5163e5297,2200,1,1,1,,,
447d9d6559a5163e5297,2200,1,1,2,,,
447d9d6559a5163e5297,2200,1,1,5,,,12
447d9d6559a5163e5297,2200,1,1,6,,,
bot,2200,2,1,0,5;10;15,20,0
bot,2200,2,1,3,,11,
bot,2200,2,1,4,21,,
447d9d6559a5163e5297,2205,1,1,1,20;21;22;23,,24
447d9d6559a5163e5297,2205,1,1,2,5;7;8;9,,6
447d9d6559a5163e5297,2205,1,1,5,14,,
447d9d6559a5163e5297,2205,1,1,6,,,24
bot,2205,2,1,0,3;13;23,8,18
bot,2205,2,1,3,12,,
bot,2205,2,1,4,2,,
447d9d6559a5163e5297,2205,1,2,1,,,
447d9d6559a5163e5297,2205,1,2,2,,,
447d9d6559a5163e5297,2205,1,2,5,8,,
447d9d6559a5163e5297,2205,1,2,6,18,,
bot,2205,2,2,0,4;9;14;19,,24
bot,2205,2,2,3,,24,
bot,2205,2,2,4,3,,
447d9d6559a5163e5297,2205,1,3,1,16;17;18;19,,15
447d9d6559a5163e5297,2205,1,3,2,,,
447d9d6559a5163e5297,2205,1,3,5,,,2
447d9d6559a5163e5297,2205,1,3,6,,12,
bot,2205,2,3,0,2;7;12,17;22,
bot,2205,2,3,3,,4,
bot,2205,2,3,4,3,,
447d9d6559a5163e5297,2205,1,4,1,,,
447d9d6559a5163e5297,2205,1,4,2,,,
447d9d6559a5163e5297,2205,1,4,5,,,
447d9d6559a5163e5297,2205,1,4,6,,,
bot,2205,2,4,0,4,14,9;19;24
bot,2205,2,4,3,,13,
bot,2205,2,4,4,9,,
447d9d6559a5163e5297,2205,1,5,1,10;11;13,12;14,
447d9d6559a5163e5297,2205,1,5,2,0;1;2;3,4,
447d9d6559a5163e5297,2205,1,5,5,,,
447d9d6559a5163e5297,2205,1,5,6,,,20
bot,2205,2,5,0,3;8;13;23,18,
bot,2205,2,5,3,,7,
bot,2205,2,5,4,3,,
447d9d6559a5163e5297,2216,1,1,1,11;12,10;13,14
447d9d6559a5163e5297,2216,1,1,2,,,
447d9d6559a5163e5297,2216,1,1,5,,,
447d9d6559a5163e5297,2216,1,1,6,,,
bot,2216,2,1,0,4;9;24,19,14
bot,2216,2,1,3,17,,
bot,2216,2,1,4,3,,
447d9d6559a5163e5297,2221,1,1,1,20;21;22;24,23,
447d9d6559a5163e5297,2221,1,1,2,,,
447d9d6559a5163e5297,2221,1,1,5,,,
447d9d6559a5163e5297,2221,1,1,6,,,
bot,2221,2,1,0,9;14;24,4,19
bot,2221,2,1,3,16,,
bot,2221,2,1,4,21,,
447d9d6559a5163e5297,2222,1,1,0,1;6;16;21,,11
447d9d6559a5163e5297,2222,1,1,3,,,
447d9d6559a5163e5297,2222,1,1,4,,,
bot,2222,2,1,1,16;17;18;19,,15
bot,2222,2,1,2,10;12,11;14,13
bot,2222,2,1,5,17,,
bot,2222,2,1,6,,23,
447d9d6559a5163e5297,2222,1,2,0,,,
447d9d6559a5163e5297,2222,1,2,3,5,,
447d9d6559a5163e5297,2222,1,2,4,,,
bot,2222,2,2,1,,,
bot,2222,2,2,2,16;17;18;19,,15
bot,2222,2,2,5,,,23
bot,2222,2,2,6,,18,
447d9d6559a5163e5297,2224,1,1,0,0;10;20,5,15
447d9d6559a5163e5297,2224,1,1,3,,,
447d9d6559a5163e5297,2224,1,1,4,,,
bot,2224,2,1,1,20;22;23;24,21,
bot,2224,2,1,2,0;2;4,,1;3
bot,2224,2,1,5,,20,
bot,2224,2,1,6,24,,
447d9d6559a5163e5297,2225,1,1,0,5,10;15;20,0
447d9d6559a5163e5297,2225,1,1,3,,,
447d9d6559a5163e5297,2225,1,1,4,,,
bot,2225,2,1,1,16;18,,15;17;19
bot,2225,2,1,2,5;6;7;8,9,
bot,2225,2,1,5,16,,
bot,2225,2,1,6,21,,
447d9d6559a5163e5297,2226,1,1,1,20;22;23,21,24
447d9d6559a5163e5297,2226,1,1,2,,,
447d9d6559a5163e5297,2226,1,1,5,,,
447d9d6559a5163e5297,2226,1,1,6,,,
bot,2226,2,1,0,14;19;24,,4;9
bot,2226,2,1,3,1,,
bot,2226,2,1,4,15,,
447d9d6559a5163e5297,2227,1,1,1,20;21;22;23;24,,
447d9d6559a5163e5297,2227,1,1,2,,,
447d9d6559a5163e5297,2227,1,1,5,,,
447d9d6559a5163e5297,2227,1,1,6,,,
bot,2227,2,1,0,2;12;17;22,7,
bot,2227,2,1,3,,,23
bot,2227,2,1,4,19,,
447d9d6559a5163e5297,2228,1,1,1,20;22;24,,21;23
447d9d6559a5163e5297,2228,1,1,2,,,
447d9d6559a5163e5297,2228,1,1,5,,,
447d9d6559a5163e5297,2228,1,1,6,,,
bot,2228,2,1,0,4;14,9;24,19
bot,2228,2,1,3,,8,
bot,2228,2,1,4,15,,
447d9d6559a5163e5297,2229,1,1,0,0;5;10;15,,20
447d9d6559a5163e5297,2229,1,1,3,,,
447d9d6559a5163e5297,2229,1,1,4,,,
bot,2229,2,1,1,11;12;13,10;14,
bot,2229,2,1,2,5;7,8,6;9
bot,2229,2,1,5,,13,
bot,2229,2,1,6,22,,
447d9d6559a5163e5297,2230,1,1,0,5;20,10;15,0
447d9d6559a5163e5297,2230,1,1,3,,,
447d9d6559a5163e5297,2230,1,1,4,,,
bot,2230,2,1,1,20;21;23,22,24
bot,2230,2,1,2,20;21;23,22,24
bot,2230,2,1,5,7,,
bot,2230,2,1,6,,,
447d9d6559a5163e5297,2231,1,1,1,21;22;23;24,,20
447d9d6559a5163e5297,2231,1,1,2,,,
447d9d6559a5163e5297,2231,1,1,5,,,
447d9d6559a5163e5297,2231,1,1,6,,,
bot,2231,2,1,0,4;14;24,,9;19
bot,2231,2,1,3,,6,
bot,2231,2,1,4,14,,
447d9d6559a5163e5297,2231,1,2,1,,,
447d9d6559a5163e5297,2231,1,2,2,,,
447d9d6559a5163e5297,2231,1,2,5,22,,
447d9d6559a5163e5297,2231,1,2,6,,,
bot,2231,2,2,0,3;8;18;23,,13
bot,2231,2,2,3,23,,
bot,2231,2,2,4,18,,
447d9d6559a5163e5297,2236,1,1,0,5;15;20,10,0
447d9d6559a5163e5297,2236,1,1,3,,,
447d9d6559a5163e5297,2236,1,1,4,,,
bot,2236,2,1,1,15;16;17;19,,18
bot,2236,2,1,2,5;6;7;9,,8
bot,2236,2,1,5,17,,
bot,2236,2,1,6,,20,
447d9d6559a5163e5297,2237,1,1,1,20;22;23;24,,21
447d9d6559a5163e5297,2237,1,1,2,,,
447d9d6559a5163e5297,2237,1,1,5,,,
447d9d6559a5163e5297,2237,1,1,6,,,
bot,2237,2,1,0,3;8;13;18;23,,
bot,2237,2,1,3,24,,
bot,2237,2,1,4,18,,
447d9d6559a5163e5297,2238,1,1,0,0,,5;10;15;20
447d9d6559a5163e5297,2238,1,1,3,,,
447d9d6559a5163e5297,2238,1,1,4,,,
bot,2238,2,1,1,12;13,14,10;11
bot,2238,2,1,2,20;22;23;24,21,
bot,2238,2,1,5,20,,
bot,2238,2,1,6,,,
447d9d6559a5163e5297,2240,1,1,1,20;22;23;24,,21
447d9d6559a5163e5297,2240,1,1,2,,,
447d9d6559a5163e5297,2240,1,1,5,,,
447d9d6559a5163e5297,2240,1,1,6,,,
bot,2240,2,1,0,1;6;16,,11;21
bot,2240,2,1,3,5,,
bot,2240,2,1,4,18,,
447d9d6559a5163e5297,2240,1,2,1,,,
447d9d6559a5163e5297,2240,1,2,2,0;1;2;4,,3
447d9d6559a5163e5297,2240,1,2,5,2,,
447d9d6559a5163e5297,2240,1,2,6,,21,
bot,2240,2,2,0,7;12;17;22,,2
bot,2240,2,2,3,19,,
bot,2240,2,2,4,,,
447d9d6559a5163e5297,2240,1,3,1,15;16;17;18,,19
447d9d6559a5163e5297,2240,1,3,2,10;13,12;14,11
447d9d6559a5163e5297,2240,1,3,5,,8,
447d9d6559a5163e5297,2240,1,3,6,17,,
bot,2240,2,3,0,1;6;16,11,21
bot,2240,2,3,3,,8,
bot,2240,2,3,4,,,
447d9d6559a5163e5297,2240,1,4,1,,,
447d9d6559a5163e5297,2240,1,4,2,,,
447d9d6559a5163e5297,2240,1,4,5,9,,
447d9d6559a5163e5297,2240,1,4,6,,,11
bot,2240,2,4,0,0;5;15;20,10,
bot,2240,2,4,3,0,,
bot,2240,2,4,4,,,
447d9d6559a5163e5297,2240,1,5,1,,,
447d9d6559a5163e5297,2240,1,5,2,,,
447d9d6559a5163e5297,2240,1,5,5,,,3
447d9d6559a5163e5297,2240,1,5,6,7,,
bot,2240,2,5,0,2;7;12;22,17,
bot,2240,2,5,3,,7,
bot,2240,2,5,4,,,
447d9d6559a5163e5297,2241,1,1,1,20;21;22;23;24,,
447d9d6559a5163e5297,2241,1,1,2,1;2;3;4,0,
447d9d6559a5163e5297,2241,1,1,5,,,
447d9d6559a5163e5297,2241,1,1,6,,,
bot,2241,2,1,0,3;13;18;23,8,
bot,2241,2,1,3,7,,
bot,2241,2,1,4,,,9
447d9d6559a5163e5297,2241,1,2,1,,,
447d9d6559a5163e5297,2241,1,2,2,12;14,10;13,11
447d9d6559a5163e5297,2241,1,2,5,,,9
447d9d6559a5163e5297,2241,1,2,6,22,,
bot,2241,2,2,0,5;10;15,0;20,
bot,2241,2,2,3,12,,
bot,2241,2,2,4,,,
447d9d6559a5163e5297,2241,1,3,1,15;18,16;17;19,
447d9d6559a5163e5297,2241,1,3,2,5,7,6;8;9
447d9d6559a5163e5297,2241,1,3,5,,,8
447d9d6559a5163e5297,2241,1,3,6,17,,
bot,2241,2,3,0,4;14;19;24,,9
bot,2241,2,3,3,,,17
bot,2241,2,3,4,,,
447d9d6559a5163e5297,2241,1,4,1,,,
447d9d6559a5163e5297,2241,1,4,2,,,
447d9d6559a5163e5297,2241,1,4,5,,13,
447d9d6559a5163e5297,2241,1,4,6,,,11
bot,2241,2,4,0,0;5;10;20,,15
bot,2241,2,4,3,,,6
bot,2241,2,4,4,,,
447d9d6559a5163e5297,2241,1,5,1,15;16;17;19,18,
447d9d6559a5163e5297,2241,1,5,2,1;2;3;4,0,
447d9d6559a5163e5297,2241,1,5,5,,,
447d9d6559a5163e5297,2241,1,5,6,,,6
bot,2241,2,5,0,1,6;11,16;21
bot,2241,2,5,3,,9,
bot,2241,2,5,4,,,
447d9d6559a5163e5297,2242,1,1,0,,,
447d9d6559a5163e5297,2242,1,1,3,,,
447d9d6559a5163e5297,2242,1,1,4,,,
bot,2242,2,1,1,21;22;23;24,,20
bot,2242,2,1,2,16;17;18,19,15
bot,2242,2,1,5,1,,
bot,2242,2,1,6,,20,
447d9d6559a5163e5297,2242,1,2,0,,,
447d9d6559a5163e5297,2242,1,2,3,,,
447d9d6559a5163e5297,2242,1,2,4,,,
bot,2242,2,2,1,,,
bot,2242,2,2,2,10;11;12;14,,13
bot,2242,2,2,5,1,,
bot,2242,2,2,6,,,20
447d9d6559a5163e5297,2242,1,3,0,,,
447d9d6559a5163e5297,2242,1,3,3,,,
447d9d6559a5163e5297,2242,1,3,4,,,
bot,2242,2,3,1,21;22;23;24,,20
bot,2242,2,3,2,5;7;8,9,6
bot,2242,2,3,5,,,7
bot,2242,2,3,6,21,,
447d9d6559a5163e5297,2242,1,4,0,,,
447d9d6559a5163e5297,2242,1,4,3,,,
447d9d6559a5163e5297,2242,1,4,4,,,
bot,2242,2,4,1,,,
bot,2242,2,4,2,21;22;23,20;24,
bot,2242,2,4,5,12,,
bot,2242,2,4,6,,,
447d9d6559a5163e5297,2242,1,5,0,,,
447d9d6559a5163e5297,2242,1,5,3,,,
447d9d6559a5163e5297,2242,1,5,4,,,
bot,2242,2,5,1,13;14,10,11;12
bot,2242,2,5,2,11;12;14,10,13
bot,2242,2,5,5,11,,
bot,2242,2,5,6,,,
447d9d6559a5163e5297,2243,1,1,0,,,
447d9d6559a5163e5297,2243,1,1,3,,,
447d9d6559a5163e5297,2243,1,1,4,,,
bot,2243,2,1,1,11;12;13;14,,10
bot,2243,2,1,2,20;23,24,21;22
bot,2243,2,1,5,1,,
bot,2243,2,1,6,,,
447d9d6559a5163e5297,2243,1,2,0,,,
447d9d6559a5163e5297,2243,1,2,3,,,
447d9d6559a5163e5297,2243,1,2,4,,,
bot,2243,2,2,1,,,
bot,2243,2,2,2,10;12;14,,11;13
bot,2243,2,2,5,,,
bot,2243,2,2,6,,23,
447d9d6559a5163e5297,2243,1,3,0,,,
447d9d6559a5163e5297,2243,1,3,3,,,
447d9d6559a5163e5297,2243,1,3,4,,,
bot,2243,2,3,1,10;12;13,11;14,
bot,2243,2,3,2,0;1;3,4,2
bot,2243,2,3,5,,0,
bot,2243,2,3,6,,,
447d9d6559a5163e5297,2243,1,4,0,,,
447d9d6559a5163e5297,2243,1,4,3,,,
447d9d6559a5163e5297,2243,1,4,4,,,
bot,2243,2,4,1,,,
bot,2243,2,4,2,0;1;2,4,3
bot,2243,2,4,5,,,
bot,2243,2,4,6,,,
447d9d6559a5163e5297,2243,1,5,0,,,
447d9d6559a5163e5297,2243,1,5,3,,,
447d9d6559a5163e5297,2243,1,5,4,,,
bot,2243,2,5,1,16;19,17,15;18
bot,2243,2,5,2,,,
bot,2243,2,5,5,,,
bot,2243,2,5,6,20,,
