Participant Table
Participant,Age,Sex,FBInfo
447d9d6559a5163e5297,30,0,N/A


Single-Player Game Level
Participant,GameNum,PlayerNum,Difficulty,RoundDuration,Hits,Confidence,Assets,AI_Assets,TotalTime,TargetLocations,Choices,TargetClear,TargetPossible,TargetConfirm
447d9d6559a5163e5297,1959,1,5,4,16,,
447d9d6559a5163e5297,1959,1,5,5,17,,
447d9d6559a5163e5297,1959,1,5,6,,,
447d9d6559a5163e5297,1960,1,1,0,4;9;19;24,,14
447d9d6559a5163e5297,1960,1,1,1,,,
447d9d6559a5163e5297,1960,1,1,2,,,
447d9d6559a5163e5297,1960,1,1,3,,,
447d9d6559a5163e5297,1960,1,1,4,,,
447d9d6559a5163e5297,1960,1,1,5,,,
447d9d6559a5163e5297,1960,1,1,6,,,
447d9d6559a5163e5297,1960,1,2,0,8;13,3;18;23,
447d9d6559a5163e5297,1960,1,2,1,,,
447d9d6559a5163e5297,1960,1,2,2,,,
447d9d6559a5163e5297,1960,1,2,3,,,
447d9d6559a5163e5297,1960,1,2,4,,,
447d9d6559a5163e5297,1960,1,2,5,,,
447d9d6559a5163e5297,1960,1,2,6,,,
447d9d6559a5163e5297,1961,1,1,0,4;9;24,14;19,
447d9d6559a5163e5297,1961,1,1,1,,,
447d9d6559a5163e5297,1961,1,1,2,,,
447d9d6559a5163e5297,1961,1,1,3,,,
447d9d6559a5163e5297,1961,1,1,4,,,
447d9d6559a5163e5297,1961,1,1,5,,,
447d9d6559a5163e5297,1961,1,1,6,,,
447d9d6559a5163e5297,1961,1,2,0,3;8;18;23,,13
447d9d6559a5163e5297,1961,1,2,1,,,
447d9d6559a5163e5297,1961,1,2,2,,,
447d9d6559a5163e5297,1961,1,2,3,,,
447d9d6559a5163e5297,1961,1,2,4,,,
447d9d6559a5163e5297,1961,1,2,5,,,
447d9d6559a5163e5297,1961,1,2,6,,,
447d9d6559a5163e5297,1961,1,3,0,2;17;22,12,7
447d9d6559a5163e5297,1961,1,3,1,,,
447d9d6559a5163e5297,1961,1,3,2,,,
447d9d6559a5163e5297,1961,1,3,3,,,
447d9d6559a5163e5297,1961,1,3,4,,,
447d9d6559a5163e5297,1961,1,3,5,,,
447d9d6559a5163e5297,1961,1,3,6,,,
447d9d6559a5163e5297,1961,1,4,0,,,
447d9d6559a5163e5297,1961,1,4,1,,,
447d9d6559a5163e5297,1961,1,4,2,,,
447d9d6559a5163e5297,1961,1,4,3,4,,
447d9d6559a5163e5297,1961,1,4,4,,,
447d9d6559a5163e5297,1961,1,4,5,,,
447d9d6559a5163e5297,1961,1,4,6,,,
447d9d6559a5163e5297,1964,1,1,0,4;9,19;24,14
447d9d6559a5163e5297,1965,1,1,0,9;14;24,4,19
447d9d6559a5163e5297,1967,1,1,0,9;14;24,4,19
447d9d6559a5163e5297,1968,1,1,0,4;9;14,19;24,
bot,1968,2,1,1,10;11;12,,13;14
bot,1968,2,1,2,10;13;14,,11;12
bot,1968,3,1,3,,4,
bot,1968,3,1,4,,,
bot,1968,4,1,5,,11,
bot,1968,4,1,6,,22,
447d9d6559a5163e5297,1968,1,2,0,8;13;18;23,3,
bot,1968,2,2,1,,,
bot,1968,2,2,2,20;21;22;24,23,
bot,1968,3,2,3,23,,
bot,1968,3,2,4,17,,
bot,1968,4,2,5,5,,
bot,1968,4,2,6,,,
447d9d6559a5163e5297,1969,1,1,0,9;14;19,24,4
bot,1969,2,1,1,16;17;19,,15;18
bot,1969,2,1,2,0;1;2;3;4,,
bot,1969,3,1,3,9,,
bot,1969,3,1,4,21,,
bot,1969,4,1,5,,,10
bot,1969,4,1,6,,,
447d9d6559a5163e5297,1969,1,2,0,3,8;13;18;23,
bot,1969,2,2,1,,,
bot,1969,2,2,2,11;12;13;14,10,
bot,1969,3,2,3,22,,
bot,1969,3,2,4,20,,
bot,1969,4,2,5,,,
bot,1969,4,2,6,22,,
447d9d6559a5163e5297,1969,1,3,0,2;7;22,12;17,
bot,1969,2,3,1,,10;12,11;13;14
bot,1969,2,3,2,0;2;3,4,1
bot,1969,3,3,3,3,,
bot,1969,3,3,4,,,
bot,1969,4,3,5,,,
bot,1969,4,3,6,,,22
447d9d6559a5163e5297,1969,1,4,0,6;16,21,1;11
bot,1969,2,4,1,,,
bot,1969,2,4,2,6;7;8;9,5,
bot,1969,3,4,3,0,,
bot,1969,3,4,4,,,
bot,1969,4,4,5,16,,
bot,1969,4,4,6,,,18
447d9d6559a5163e5297,1969,1,5,0,0;5;10;20,15,
bot,1969,2,5,1,20;22;24,21,23
bot,1969,2,5,2,11;14,12;13,10
bot,1969,3,5,3,,3,
bot,1969,3,5,4,,,
bot,1969,4,5,5,,,22
bot,1969,4,5,6,24,,
447d9d6559a5163e5297,1970,1,1,0,4;14;19;24,,9
bot,1970,2,1,1,10;11;12,,13;14
bot,1970,2,1,2,0;2;4,3,1
bot,1970,3,1,3,16,,
bot,1970,3,1,4,9,,
bot,1970,4,1,5,,14,
bot,1970,4,1,6,,23,
447d9d6559a5163e5297,1971,1,1,0,9;14;19,4;24,
bot,1971,2,1,1,20;23;24,21,22
bot,1971,2,1,2,6;8;9,5,7
bot,1971,3,1,3,24,,
bot,1971,3,1,4,8,,
447d9d6559a5163e5297,1972,1,1,0,4;14;19,24,9
bot,1972,2,1,1,20;21;22;24,23,
bot,1972,2,1,2,18,15;19,16;17
bot,1972,3,1,3,1,,
bot,1972,3,1,4,10,,
bot,1972,4,1,5,,,22
bot,1972,4,1,6,21,,
447d9d6559a5163e5297,1973,1,1,0,9;14,4;19,24
bot,1973,2,1,1,12;13;14,10,11
bot,1973,2,1,2,10;11;13,14,12
bot,1973,3,1,3,16,,
bot,1973,3,1,4,20,,
bot,1973,4,1,5,0,,
bot,1973,4,1,6,,,
447d9d6559a5163e5297,1974,1,1,0,4;9;14;24,19,
bot,1974,2,1,1,20;21;22;23;24,,
bot,1974,2,1,2,10;12;13,11;14,
bot,1974,3,1,3,,,15
bot,1974,3,1,4,10,,
447d9d6559a5163e5297,1975,1,1,0,,,
bot,1975,2,1,1,20;21;22;23;24,,
bot,1975,2,1,2,16;19,15;17;18,
bot,1975,3,1,3,2,,
bot,1975,3,1,4,1,,
bot,1975,4,1,5,,4,
bot,1975,4,1,6,,,
447d9d6559a5163e5297,1975,1,2,0,,,
bot,1975,2,2,1,,,
bot,1975,2,2,2,20;22;24,21;23,
bot,1975,3,2,3,4,,
bot,1975,3,2,4,,,
bot,1975,4,2,5,,,8
bot,1975,4,2,6,23,,
447d9d6559a5163e5297,1975,1,3,0,12;17;22,2,7
bot,1975,2,3,1,17;18,15;16,19
bot,1975,2,3,2,,,
bot,1975,3,3,3,2,,
bot,1975,3,3,4,,,
bot,1975,4,3,5,,,
bot,1975,4,3,6,17,,
447d9d6559a5163e5297,1975,1,4,0,1;11;16;21,,6
bot,1975,2,4,1,,,
bot,1975,2,4,2,,,
bot,1975,3,4,3,,12,
bot,1975,3,4,4,,,
bot,1975,4,4,5,,3,
bot,1975,4,4,6,18,,
447d9d6559a5163e5297,1976,1,1,0,4;9,14;24,19
bot,1976,2,1,1,15;16;17;18,19,
bot,1976,2,1,2,10;11;12;14,,13
bot,1976,3,1,3,,,21
bot,1976,3,1,4,12,,
bot,1976,4,1,5,22,,
bot,1976,4,1,6,,,22
447d9d6559a5163e5297,1976,1,2,0,13;18;23,3;8,
bot,1976,2,2,1,,,
bot,1976,2,2,2,,,
bot,1976,3,2,3,,,21
bot,1976,3,2,4,16,,
bot,1976,4,2,5,22,,
bot,1976,4,2,6,18,,
447d9d6559a5163e5297,1976,1,3,0,,,
bot,1976,2,3,1,20;22;23,24,21
bot,1976,2,3,2,,,
bot,1976,3,3,3,,14,
bot,1976,3,3,4,,,
bot,1976,4,3,5,,,
bot,1976,4,3,6,14,,
447d9d6559a5163e5297,1977,1,1,0,3;8;18;23,13,
bot,1977,2,1,1,15;17;19,16;18,
bot,1977,2,1,2,23,20;22;24,21
bot,1977,3,1,3,19,,
bot,1977,3,1,4,15,,
bot,1977,4,1,5,17,,
bot,1977,4,1,6,20,,
447d9d6559a5163e5297,1978,1,1,0,4;9;24,14,19
bot,1978,2,1,1,15;17;18,19,16
bot,1978,2,1,2,15;18;19,,16;17
bot,1978,3,1,3,4,,
bot,1978,3,1,4,2,,
bot,1978,4,1,5,,10,
bot,1978,4,1,6,,,
447d9d6559a5163e5297,1978,1,2,0,,,
bot,1978,2,2,1,,,
bot,1978,2,2,2,23;24,20,21;22
bot,1978,3,2,3,2,,
bot,1978,3,2,4,2,,
bot,1978,4,2,5,,,6
bot,1978,4,2,6,23,,
447d9d6559a5163e5297,1979,1,1,0,4;9;19;24,,14
bot,1979,2,1,1,20;22;23;24,,21
bot,1979,2,1,2,10;11;12;13,14,
bot,1979,3,1,3,16,,
bot,1979,3,1,4,2,,
bot,1979,4,1,5,,19,
bot,1979,4,1,6,24,,
447d9d6559a5163e5297,1980,1,1,0,14,4;19;24,9
bot,1980,2,1,1,20;21;22;23,,24
bot,1980,2,1,2,3,0;4,1;2
bot,1980,3,1,3,12,,
bot,1980,3,1,4,20,,
bot,1980,4,1,5,,4,
bot,1980,4,1,6,,20,
447d9d6559a5163e5297,1981,1,1,0,4;9;14;19;24,,
bot,1981,2,1,1,20;21;23,22,24
bot,1981,2,1,2,7;8;9,,5;6
bot,1981,3,1,3,,19,
bot,1981,3,1,4,2,,
bot,1981,4,1,5,3,,
bot,1981,4,1,6,,,
447d9d6559a5163e5297,1981,1,2,0,1;6;16;21,,11
bot,1981,2,2,1,,,
bot,1981,2,2,2,13,11;12;14,10
bot,1981,3,2,3,,18,
bot,1981,3,2,4,2,,
bot,1981,4,2,5,,8,
bot,1981,4,2,6,,,24
447d9d6559a5163e5297,1982,1,1,0,14;19;24,4,9
bot,1982,2,1,1,17;18;19,,15;16
bot,1982,2,1,2,5;6;7;8;9,,
bot,1982,3,1,3,15,,
bot,1982,3,1,4,20,,
bot,1982,4,1,5,,,16
bot,1982,4,1,6,,,
447d9d6559a5163e5297,1982,1,2,0,8;13,3,18;23
bot,1982,2,2,1,,,
bot,1982,2,2,2,10;11;12;13;14,,
bot,1982,3,2,3,8,,
bot,1982,3,2,4,,,
bot,1982,4,2,5,,22,
bot,1982,4,2,6,,,
447d9d6559a5163e5297,1984,1,1,0,14;19;24,,4;9
bot,1984,2,1,1,10;11;12;13;14,,
bot,1984,2,1,2,16;17;18;19,,15
bot,1984,3,1,3,,2,
bot,1984,3,1,4,23,,
bot,1984,4,1,5,,,13
bot,1984,4,1,6,,,
447d9d6559a5163e5297,1985,1,1,0,4;14;19,9;24,
bot,1985,2,1,1,15;17;19,18,16
bot,1985,2,1,2,5;6;7;9,8,
bot,1985,3,1,3,21,,
bot,1985,3,1,4,,,24
bot,1985,4,1,5,,,8
bot,1985,4,1,6,,24,
447d9d6559a5163e5297,1986,1,1,0,4,9;19;24,14
bot,1986,2,1,1,22;23;24,,20;21
bot,1986,2,1,2,16;18,15,17;19
bot,1986,3,1,3,10,,
bot,1986,3,1,4,0,,
bot,1986,4,1,5,,,17
bot,1986,4,1,6,,20,
447d9d6559a5163e5297,1987,1,1,0,4;9;19;24,,14
bot,1987,2,1,1,10,11;13,12;14
bot,1987,2,1,2,1;2;3;4,0,
bot,1987,3,1,3,,1,
bot,1987,3,1,4,7,,
bot,1987,4,1,5,,8,
bot,1987,4,1,6,,,
447d9d6559a5163e5297,1988,1,1,0,4;9;14;19,,24
bot,1988,2,1,1,15;17,18;19,16
bot,1988,2,1,2,15;18;19,16,17
bot,1988,3,1,3,16,,
bot,1988,3,1,4,19,,
bot,1988,4,1,5,,,5
bot,1988,4,1,6,,21,
447d9d6559a5163e5297,1988,1,2,0,13;18,3;8;23,
bot,1988,2,2,1,,,
bot,1988,2,2,2,5;8;9,7,6
bot,1988,3,2,3,,,21
bot,1988,3,2,4,18,,
bot,1988,4,2,5,,,10
bot,1988,4,2,6,,21,
447d9d6559a5163e5297,1989,1,1,0,4;9;19,14,24
bot,1989,2,1,1,15;17;18,16,19
bot,1989,2,1,2,16;19,15;18,17
bot,1989,3,1,3,,6,
bot,1989,3,1,4,,,9
bot,1989,4,1,5,,,24
bot,1989,4,1,6,20,,
447d9d6559a5163e5297,1989,1,2,0,3;8;13;18;23,,
bot,1989,2,2,1,,,
bot,1989,2,2,2,23,21,20;22;24
bot,1989,3,2,3,,,22
bot,1989,3,2,4,,,9
bot,1989,4,2,5,,,
bot,1989,4,2,6,,,16
447d9d6559a5163e5297,1989,1,3,0,2;7;12;17;22,,
bot,1989,2,3,1,10;11;13;14,12,
bot,1989,2,3,2,6;7;8;9,,5
bot,1989,3,3,3,3,,
bot,1989,3,3,4,,3,
bot,1989,4,3,5,,,
bot,1989,4,3,6,11,,
447d9d6559a5163e5297,1989,1,4,0,0;15;20,5;10,
bot,1989,2,4,1,,,
bot,1989,2,4,2,15;17;18,,16;19
bot,1989,3,4,3,,23,
bot,1989,3,4,4,9,,
bot,1989,4,4,5,,23,
bot,1989,4,4,6,,,
447d9d6559a5163e5297,1989,1,5,0,6;21,,1;11;16
bot,1989,2,5,1,12,11;13;14,10
bot,1989,2,5,2,,,
bot,1989,3,5,3,11,,
bot,1989,3,5,4,13,,
bot,1989,4,5,5,,,22
bot,1989,4,5,6,,,
447d9d6559a5163e5297,1991,1,1,1,20;21;22;24,,23
447d9d6559a5163e5297,1991,1,1,2,0;1;2;3,4,
bot,1991,2,1,3,17,,
bot,1991,2,1,4,,23,
bot,1991,3,1,5,12,,
bot,1991,3,1,6,,,23
bot,1991,4,1,0,2;7;17,12;22,
447d9d6559a5163e5297,1991,1,2,1,,,
447d9d6559a5163e5297,1991,1,2,2,,,
bot,1991,2,2,3,,21,
bot,1991,2,2,4,,,
bot,1991,3,2,5,7,,
bot,1991,3,2,6,17,,
bot,1991,4,2,0,4;9;14;24,19,
447d9d6559a5163e5297,1991,1,3,1,17;19,15,16;18
447d9d6559a5163e5297,1991,1,3,2,5;7;9,,6;8
bot,1991,2,3,3,15,,
bot,1991,2,3,4,,,
bot,1991,3,3,5,,,
bot,1991,3,3,6,13,,
bot,1991,4,3,0,1;11;16;21,,6
447d9d6559a5163e5297,1991,1,4,1,,,
447d9d6559a5163e5297,1991,1,4,2,10;11;12;13;14,,
bot,1991,2,4,3,13,,
bot,1991,2,4,4,,,
bot,1991,3,4,5,3,,
bot,1991,3,4,6,13,,
bot,1991,4,4,0,0;5;10;15;20,,
447d9d6559a5163e5297,1991,1,5,1,15;17;19,16,18
447d9d6559a5163e5297,1991,1,5,2,15;17;18,,16;19
bot,1991,2,5,3,,,6
bot,1991,2,5,4,,,
bot,1991,3,5,5,2,,
bot,1991,3,5,6,,19,
bot,1991,4,5,0,0;5;10;15;20,,
447d9d6559a5163e5297,1992,1,1,5,,,
447d9d6559a5163e5297,1992,1,1,6,,,
bot,1992,2,1,0,0;5;10;15;20,,
bot,1992,3,1,1,20;22;23,,21;24
bot,1992,3,1,2,10;13;14,12,11
bot,1992,4,1,3,,20,
bot,1992,4,1,4,14,,
447d9d6559a5163e5297,1992,1,2,5,,,8
447d9d6559a5163e5297,1992,1,2,6,20,,
bot,1992,2,2,0,,,1;6;11;16;21
bot,1992,3,2,1,,,
bot,1992,3,2,2,22;23;24,20,21
bot,1992,4,2,3,15,,
bot,1992,4,2,4,8,,
447d9d6559a5163e5297,1992,1,3,5,7,,
447d9d6559a5163e5297,1992,1,3,6,16,,
bot,1992,2,3,0,8;18;23,3;13,
bot,1992,3,3,1,20;22;23,,21;24
bot,1992,3,3,2,5;6;7;8,9,
bot,1992,4,3,3,16,,
bot,1992,4,3,4,,,
447d9d6559a5163e5297,1992,1,4,5,,,1
447d9d6559a5163e5297,1992,1,4,6,,,11
bot,1992,2,4,0,1;6;16,11,21
bot,1992,3,4,1,,,
bot,1992,3,4,2,10;13;14,12,11
bot,1992,4,4,3,,,11
bot,1992,4,4,4,,,
447d9d6559a5163e5297,1992,1,5,5,,,
447d9d6559a5163e5297,1992,1,5,6,,6,
bot,1992,2,5,0,13;18,8;23,3
bot,1992,3,5,1,11;12,,10;13;14
bot,1992,3,5,2,22;23;24,20,21
bot,1992,4,5,3,,,3
bot,1992,4,5,4,,,
447d9d6559a5163e5297,1994,1,1,0,4;14,9,19;24
447d9d6559a5163e5297,1994,1,1,3,12,,
447d9d6559a5163e5297,1994,1,1,4,2,,
bot,1994,2,1,1,11,10;14,12;13
bot,1994,2,1,2,10;12;13;14,11,
bot,1994,2,1,5,,,8
bot,1994,2,1,6,,,21
447d9d6559a5163e5297,1994,1,2,0,5;10;15;20,,0
447d9d6559a5163e5297,1994,1,2,3,11,,
447d9d6559a5163e5297,1994,1,2,4,7,,
bot,1994,2,2,1,,,
bot,1994,2,2,2,,,
bot,1994,2,2,5,,,
bot,1994,2,2,6,,15,
447d9d6559a5163e5297,1994,1,3,0,21,11;16,1;6
447d9d6559a5163e5297,1994,1,3,3,21,,
447d9d6559a5163e5297,1994,1,3,4,8,,
bot,1994,2,3,1,10;12;13;14,,11
bot,1994,2,3,2,,,
bot,1994,2,3,5,,,
bot,1994,2,3,6,,,
447d9d6559a5163e5297,1994,1,4,0,3;8;13;18;23,,
447d9d6559a5163e5297,1994,1,4,3,17,,
447d9d6559a5163e5297,1994,1,4,4,,,
bot,1994,2,4,1,,,
bot,1994,2,4,2,,,
bot,1994,2,4,5,12,,
bot,1994,2,4,6,,,
447d9d6559a5163e5297,1994,1,5,0,4;9;14;19;24,,
447d9d6559a5163e5297,1994,1,5,3,,22,
447d9d6559a5163e5297,1994,1,5,4,,,
bot,1994,2,5,1,17;18,15;16;19,
bot,1994,2,5,2,5;6;7;8;9,,
bot,1994,2,5,5,,,16
bot,1994,2,5,6,,,
447d9d6559a5163e5297,1995,1,1,1,20;21;22;23;24,,
447d9d6559a5163e5297,1995,1,1,2,3,0;2,1;4
447d9d6559a5163e5297,1995,1,1,5,,,
447d9d6559a5163e5297,1995,1,1,6,,,
bot,1995,2,1,0,2;7,,12;17;22
bot,1995,2,1,3,,12,
bot,1995,2,1,4,12,,
447d9d6559a5163e5297,1995,1,2,1,,,
447d9d6559a5163e5297,1995,1,2,2,5;6;8;9,7,
447d9d6559a5163e5297,1995,1,2,5,,,1
447d9d6559a5163e5297,1995,1,2,6,22,,
bot,1995,2,2,0,2;7;22,12,17
bot,1995,2,2,3,,17,
bot,1995,2,2,4,,,
447d9d6559a5163e5297,1995,1,3,1,16;18,15;19,17
447d9d6559a5163e5297,1995,1,3,2,,,
447d9d6559a5163e5297,1995,1,3,5,,,
447d9d6559a5163e5297,1995,1,3,6,,,17
bot,1995,2,3,0,0;15;20,5;10,
bot,1995,2,3,3,,4,
bot,1995,2,3,4,,,
447d9d6559a5163e5297,1995,1,4,1,,,
447d9d6559a5163e5297,1995,1,4,2,,,
447d9d6559a5163e5297,1995,1,4,5,,,
447d9d6559a5163e5297,1995,1,4,6,12,,
bot,1995,2,4,0,6;16;21,,1;11
bot,1995,2,4,3,,22,
bot,1995,2,4,4,,,
447d9d6559a5163e5297,1995,1,5,1,15;19,16;18,17
447d9d6559a5163e5297,1995,1,5,2,10;11,13;14,12
447d9d6559a5163e5297,1995,1,5,5,4,,
447d9d6559a5163e5297,1995,1,5,6,,,11
bot,1995,2,5,0,3;8;13;18;23,,
bot,1995,2,5,3,19,,
bot,1995,2,5,4,,,
447d9d6559a5163e5297,1996,1,1,0,4;14,,9;19;24
447d9d6559a5163e5297,1996,1,1,3,12,,
447d9d6559a5163e5297,1996,1,1,4,,,
bot,1996,2,1,1,20;21;22;24,,23
bot,1996,2,1,2,21;22;24,20;23,
bot,1996,2,1,5,,,1
bot,1996,2,1,6,,,
447d9d6559a5163e5297,1996,1,2,0,0;5;15,20,10
447d9d6559a5163e5297,1996,1,2,3,9,,
447d9d6559a5163e5297,1996,1,2,4,24,,
bot,1996,2,2,1,,,
bot,1996,2,2,2,10;11;12;13;14,,
bot,1996,2,2,5,7,,
bot,1996,2,2,6,20,,
447d9d6559a5163e5297,1996,1,3,0,8;13;18;23,3,
447d9d6559a5163e5297,1996,1,3,3,,,19
447d9d6559a5163e5297,1996,1,3,4,,,
bot,1996,2,3,1,20;21;22;23;24,,
bot,1996,2,3,2,0;3;4,2,1
bot,1996,2,3,5,13,,
bot,1996,2,3,6,,,
447d9d6559a5163e5297,1996,1,4,0,6;11;21,1;16,
447d9d6559a5163e5297,1996,1,4,3,17,,
447d9d6559a5163e5297,1996,1,4,4,,,
bot,1996,2,4,1,,,
bot,1996,2,4,2,11;12;13;14,,10
bot,1996,2,4,5,,,
bot,1996,2,4,6,20,,
447d9d6559a5163e5297,1996,1,5,0,4;9;14;24,,19
447d9d6559a5163e5297,1996,1,5,3,,,1
447d9d6559a5163e5297,1996,1,5,4,,,
bot,1996,2,5,1,10;13,,11;12;14
bot,1996,2,5,2,,17,15;16;18;19
bot,1996,2,5,5,,,
bot,1996,2,5,6,,,
447d9d6559a5163e5297,1997,1,1,0,9;24,4,14;19
447d9d6559a5163e5297,1997,1,1,3,12,,
447d9d6559a5163e5297,1997,1,1,4,,,
bot,1997,2,1,1,15;16,17,18;19
bot,1997,2,1,2,0;1;4,2,3
bot,1997,2,1,5,,,3
bot,1997,2,1,6,,,
447d9d6559a5163e5297,1997,1,2,0,12;17;22,,2;7
447d9d6559a5163e5297,1997,1,2,3,,,3
447d9d6559a5163e5297,1997,1,2,4,,,19
bot,1997,2,2,1,,,
bot,1997,2,2,2,20;23;24,21;22,
bot,1997,2,2,5,,,
bot,1997,2,2,6,,,21
447d9d6559a5163e5297,1997,1,3,0,1;6;11;16,,21
447d9d6559a5163e5297,1997,1,3,3,,,3
447d9d6559a5163e5297,1997,1,3,4,18,,
bot,1997,2,3,1,20;22;23;24,,21
bot,1997,2,3,2,7;8;9,5,6
bot,1997,2,3,5,,,
bot,1997,2,3,6,,,
447d9d6559a5163e5297,1997,1,4,0,10,20,0;5;15
447d9d6559a5163e5297,1997,1,4,3,14,,
447d9d6559a5163e5297,1997,1,4,4,,,
bot,1997,2,4,1,,,
bot,1997,2,4,2,10;11;12;13;14,,
bot,1997,2,4,5,24,,
bot,1997,2,4,6,17,,
447d9d6559a5163e5297,1997,1,5,0,0;10,15;20,5
447d9d6559a5163e5297,1997,1,5,3,0,,
447d9d6559a5163e5297,1997,1,5,4,,,
bot,1997,2,5,1,10;11;14,,12;13
bot,1997,2,5,2,20;22;24,21;23,
bot,1997,2,5,5,,,24
bot,1997,2,5,6,,16,
447d9d6559a5163e5297,2145,1,1,1,,,
447d9d6559a5163e5297,2145,1,1,2,,,
447d9d6559a5163e5297,2145,1,1,5,,,
447d9d6559a5163e5297,2145,1,1,6,,,
bot,2145,2,1,0,0;5;10;15,,20
bot,2145,2,1,3,16,,
bot,2145,2,1,4,2,,
447d9d6559a5163e5297,2145,1,2,1,,,
447d9d6559a5163e5297,2145,1,2,2,,,
447d9d6559a5163e5297,2145,1,2,5,,,
447d9d6559a5163e5297,2145,1,2,6,,,
bot,2145,2,2,0,2;12;17;22,7,
bot,2145,2,2,3,,16,
bot,2145,2,2,4,2,,
447d9d6559a5163e5297,2145,1,3,1,,,
447d9d6559a5163e5297,2145,1,3,2,,,
447d9d6559a5163e5297,2145,1,3,5,,,
447d9d6559a5163e5297,2145,1,3,6,,,
bot,2145,2,3,0,0;5,15;20,10
bot,2145,2,3,3,0,,
bot,2145,2,3,4,,,3
447d9d6559a5163e5297,2145,1,4,1,,,
447d9d6559a5163e5297,2145,1,4,2,,,
447d9d6559a5163e5297,2145,1,4,5,,,
447d9d6559a5163e5297,2145,1,4,6,,,
bot,2145,2,4,0,0;5;20,15,10
bot,2145,2,4,3,,,8
bot,2145,2,4,4,2,,
447d9d6559a5163e5297,2145,1,5,1,,,
447d9d6559a5163e5297,2145,1,5,2,,,
447d9d6559a5163e5297,2145,1,5,5,,,
447d9d6559a5163e5297,2145,1,5,6,,,
bot,2145,2,5,0,0;5;20,10;15,
bot,2145,2,5,3,20,,
bot,2145,2,5,4,,,3
447d9d6559a5163e5297,2146,1,1,0,,,
447d9d6559a5163e5297,2146,1,1,3,,,
447d9d6559a5163e5297,2146,1,1,4,,,
bot,2146,2,1,1,20;22;23;24,,21
bot,2146,2,1,2,15;16;18;19,,17
bot,2146,2,1,5,12,,
bot,2146,2,1,6,,,21
447d9d6559a5163e5297,2146,1,2,0,,,
447d9d6559a5163e5297,2146,1,2,3,,,
447d9d6559a5163e5297,2146,1,2,4,,,
bot,2146,2,2,1,,,
bot,2146,2,2,2,7;8;9,5,6
bot,2146,2,2,5,,,18
bot,2146,2,2,6,,16,
447d9d6559a5163e5297,2146,1,3,0,,,
447d9d6559a5163e5297,2146,1,3,3,,,
447d9d6559a5163e5297,2146,1,3,4,,,
bot,2146,2,3,1,20;22;23;24,,21
bot,2146,2,3,2,,,
bot,2146,2,3,5,,,
bot,2146,2,3,6,,,21
447d9d6559a5163e5297,2146,1,4,0,,,
447d9d6559a5163e5297,2146,1,4,3,,,
447d9d6559a5163e5297,2146,1,4,4,,,
bot,2146,2,4,1,,,
bot,2146,2,4,2,10;12;13;14,11,
bot,2146,2,4,5,,,
bot,2146,2,4,6,15,,
447d9d6559a5163e5297,2146,1,5,0,,,
447d9d6559a5163e5297,2146,1,5,3,,,
447d9d6559a5163e5297,2146,1,5,4,,,
bot,2146,2,5,1,19,18,15;16;17
bot,2146,2,5,2,,,
bot,2146,2,5,5,7,,
bot,2146,2,5,6,,21,
447d9d6559a5163e5297,2150,1,1,0,,,
447d9d6559a5163e5297,2150,1,1,3,,,
447d9d6559a5163e5297,2150,1,1,4,,,
bot,2150,2,1,1,15;17;18,16,19
bot,2150,2,1,2,20;22;23;24,21,
bot,2150,2,1,5,,8,
bot,2150,2,1,6,,,
447d9d6559a5163e5297,2150,1,2,0,,,
447d9d6559a5163e5297,2150,1,2,3,,,
447d9d6559a5163e5297,2150,1,2,4,,,
bot,2150,2,2,1,,,
bot,2150,2,2,2,,,
bot,2150,2,2,5,,,
bot,2150,2,2,6,23,,
447d9d6559a5163e5297,2150,1,3,0,,,
447d9d6559a5163e5297,2150,1,3,3,,,
447d9d6559a5163e5297,2150,1,3,4,,,
bot,2150,2,3,1,17;19,16,15;18
bot,2150,2,3,2,,,
bot,2150,2,3,5,4,,
bot,2150,2,3,6,,19,
447d9d6559a5163e5297,2150,1,4,0,,,
447d9d6559a5163e5297,2150,1,4,3,,,
447d9d6559a5163e5297,2150,1,4,4,,,
bot,2150,2,4,1,,,
bot,2150,2,4,2,22;24,21,20;23
bot,2150,2,4,5,,,3
bot,2150,2,4,6,,13,
447d9d6559a5163e5297,2150,1,5,0,,,
447d9d6559a5163e5297,2150,1,5,3,,,
447d9d6559a5163e5297,2150,1,5,4,,,
bot,2150,2,5,1,10;11,13,12;14
bot,2150,2,5,2,20;21;22;23;24,,
bot,2150,2,5,5,,,4
bot,2150,2,5,6,,18,
447d9d6559a5163e5297,2151,1,1,1,,,
447d9d6559a5163e5297,2151,1,1,2,,,
447d9d6559a5163e5297,2151,1,1,5,,,
447d9d6559a5163e5297,2151,1,1,6,,,
bot,2151,2,1,0,9;14;19;24,,4
bot,2151,2,1,3,,17,
bot,2151,2,1,4,9,,
447d9d6559a5163e5297,2151,1,2,1,,,
447d9d6559a5163e5297,2151,1,2,2,,,
447d9d6559a5163e5297,2151,1,2,5,,,
447d9d6559a5163e5297,2151,1,2,6,,,
bot,2151,2,2,0,16,1;6;11,21
bot,2151,2,2,3,,,4
bot,2151,2,2,4,9,,
447d9d6559a5163e5297,2151,1,3,1,,,
447d9d6559a5163e5297,2151,1,3,2,,,
447d9d6559a5163e5297,2151,1,3,5,,,
447d9d6559a5163e5297,2151,1,3,6,,,
bot,2151,2,3,0,9;14,19;24,4
